Area_name,FIPS,VETS
"Carroll, VA",51035,878
"Charles City, VA",51036,288
"Charlotte, VA",51037,282
"Chesterfield, VA",51041,10517
"Clarke, VA",51043,543
"Craig, VA",51045,155
"Culpeper, VA",51047,997
"Cumberland, VA",51049,193
"Dickenson, VA",51051,424
"Dinwiddie, VA",51053,923
"Essex, VA",51057,328
"Fairfax, VA",51059,43341
"Fauquier, VA",51061,2645
"Floyd, VA",51063,419
"Fluvanna, VA",51065,713
"Franklin, VA",51067,1743
"Frederick, VA",51069,2162
"Giles, VA",51071,583
"Gloucester, VA",51073,2042
"Goochland, VA",51075,462
"Grayson, VA",51077,549
"Greene, VA",51079,462
"Greensville, VA",51081,457
"Halifax, VA",51083,1091
"Hanover, VA",51085,3301
"Henrico, VA",51087,7479
"Henry, VA",51089,2023
"Highland, VA",51091,113
"Isle of Wight, VA",51093,1313
"James City, VA",51095,2570
"King and Queen, VA",51097,219
"King George, VA",51099,782
"King William, VA",51101,475
"Lancaster, VA",51103,438
"Lee, VA",51105,828
"Loudoun, VA",51107,6127
"Louisa, VA",51109,836
"Lunenburg, VA",51111,531
"Madison, VA",51113,451
"Mathews, VA",51115,567
"Mecklenburg, VA",51117,1027
"Middlesex, VA",51119,429
"Montgomery, VA",51121,1827
"Nelson, VA",51125,551
"New Kent, VA",51127,584
"Northampton, VA",51131,379
"Northumberland, VA",51133,517
"Nottoway, VA",51135,503
"Orange, VA",51137,1063
"Page, VA",51139,802
"Patrick, VA",51141,551
"Pittsylvania, VA",51143,2264
"Powhatan, VA",51145,779
"Prince Edward, VA",51147,539
"Prince George, VA",51149,1563
"Prince William, VA",51153,14239
"Pulaski, VA",51155,1239
"Rappahannock, VA",51157,290
"Richmond, VA",51159,299
"Roanoke, VA",51161,3310
"Rockbridge, VA",51163,723
"Rockingham, VA",51165,2064
"Russell, VA",51167,674
"Scott, VA",51169,640
"Shenandoah, VA",51171,1490
"Smyth, VA",51173,961
"Southampton, VA",51175,611
"Spotsylvania, VA",51177,3918
"Stafford, VA",51179,5025
"Surry, VA",51181,180
"Sussex, VA",51183,377
"Tazewell, VA",51185,1525
"Warren, VA",51187,1140
"Washington, VA",51191,1583
"Westmoreland, VA",51193,750
"Wise, VA",51195,1094
"Wythe, VA",51197,751
"York, VA",51199,3167
"Alexandria, VA",51510,4579
"Bedford, VA",51515,121
"Bristol, VA",51520,441
"Buena Vista, VA",51530,203
"Charlottesville, VA",51540,739
"Chesapeake, VA",51550,9638
"Clifton Forge, VA",51560,141
"Colonial Heights, VA",51570,905
"Covington, VA",51580,203
"Danville, VA",51590,1420
"Emporia, VA",51595,118
"Fairfax, VA",51600,982
"Falls Church, VA",51610,465
"Franklin, VA",51620,248
"Fredericksburg, VA",51630,539
"Galax, VA",51640,146
"Hampton, VA",51650,7555
"Harrisonburg, VA",51660,557
"Hopewell, VA",51670,1032
"Lexington, VA",51678,201
"Lynchburg, VA",51680,1797
"Manassas, VA",51683,1366
"Manassas Park, VA",51685,264
"Martinsville, VA",51690,337
"Newport News, VA",51700,8115
"Norfolk, VA",51710,9323
"Norton, VA",51720,129
"Petersburg, VA",51730,1678
"Poquoson, VA",51735,736
"Portsmouth, VA",51740,4035
"Radford, VA",51750,315
"Richmond, VA",51760,5210
"Roanoke, VA",51770,3400
"Salem, VA",51775,948
"South Boston, VA",51780,0
"Staunton, VA",51790,911
"Suffolk, VA",51800,2443
"Virginia Beach, VA",51810,22763
"Waynesboro, VA",51820,749
"Williamsburg, VA",51830,252
"Winchester, VA",51840,711
WASHINGTON,53000,240714
"Adams, WA",53001,370
"Asotin, WA",53003,789
"Benton, WA",53005,5663
"Chelan, WA",53007,2275
"Clallam, WA",53009,3204
"Clark, WA",53011,13284
"Columbia, WA",53013,195
"Cowlitz, WA",53015,3744
"Douglas, WA",53017,1128
"Ferry, WA",53019,424
"Franklin, WA",53021,1159
"Garfield, WA",53023,69
"Grant, WA",53025,1999
"Grays Harbor, WA",53027,2748
"Island, WA",53029,4431
"Jefferson, WA",53031,1621
"King, WA",53033,57417
"Kitsap, WA",53035,14318
"Kittitas, WA",53037,1140
"Klickitat, WA",53039,755
"Lewis, WA",53041,3051
"Lincoln, WA",53043,466
"Mason, WA",53045,2856
"Okanogan, WA",53047,1625
"Pacific, WA",53049,1090
"Pend Oreille, WA",53051,746
"Pierce, WA",53053,36887
"San Juan, WA",53055,763
"Skagit, WA",53057,4367
"Skamania, WA",53059,479
"Snohomish, WA",53061,24359
"Spokane, WA",53063,18415
"Stevens, WA",53065,2161
"Thurston, WA",53067,11509
"Wahkiakum, WA",53069,164
"Walla Walla, WA",53071,1744
"Whatcom, WA",53073,6255
"Whitman, WA",53075,924
"Yakima, WA",53077,6120
WEST VIRGINIA,54000,65538
"Barbour, WV",54001,438
"Berkeley, WV",54003,3211
"Boone, WV",54005,897
"Braxton, WV",54007,449
"Brooke, WV",54009,895
"Cabell, WV",54011,3428
"Calhoun, WV",54013,294
"Clay, WV",54015,269
"Doddridge, WV",54017,262
"Fayette, WV",54019,1876
"Gilmer, WV",54021,234
"Grant, WV",54023,375
"Greenbrier, WV",54025,1254
"Hampshire, WV",54027,799
"Hancock, WV",54029,1227
"Hardy, WV",54031,481
"Harrison, WV",54033,2715
"Jackson, WV",54035,870
"Jefferson, WV",54037,1758
"Kanawha, WV",54039,7236
"Lewis, WV",54041,658
"Lincoln, WV",54043,548
"Logan, WV",54045,1236
"McDowell, WV",54047,780
"Marion, WV",54049,2127
"Marshall, WV",54051,1564
"Mason, WV",54053,919
"Mercer, WV",54055,2512
"Mineral, WV",54057,1283
"Mingo, WV",54059,862
"Monongalia, WV",54061,2274
"Monroe, WV",54063,562
"Morgan, WV",54065,521
"Nicholas, WV",54067,1002
"Ohio, WV",54069,1547
"Pendleton, WV",54071,267
"Pleasants, WV",54073,274
"Pocahontas, WV",54075,389
"Preston, WV",54077,1017
"Putnam, WV",54079,1725
"Raleigh, WV",54081,2846
"Randolph, WV",54083,1053
"Ritchie, WV",54085,402
"Roane, WV",54087,622
"Summers, WV",54089,571
"Taylor, WV",54091,625
"Tucker, WV",54093,300
"Tyler, WV",54095,370
"Upshur, WV",54097,812
"Wayne, WV",54099,1537
"Webster, WV",54101,335
"Wetzel, WV",54103,674
"Wirt, WV",54105,180
"Wood, WV",54107,3336
"Wyoming, WV",54109,840
WISCONSIN,55000,157331
"Adams, WI",55001,756
"Ashland, WI",55003,497
"Barron, WI",55005,1585
"Bayfield, WI",55007,627
"Brown, WI",55009,6781
"Buffalo, WI",55011,488
"Burnett, WI",55013,694
"Calumet, WI",55015,1142
"Chippewa, WI",55017,1877
"Clark, WI",55019,818
"Columbia, WI",55021,1629
"Crawford, WI",55023,627
"Dane, WI",55025,10938
"Dodge, WI",55027,2521
"Door, WI",55029,1039
"Douglas, WI",55031,1706
"Dunn, WI",55033,1084
"Eau Claire, WI",55035,2761
"Florence, WI",55037,229
"Fond du Lac, WI",55039,3040
"Forest, WI",55041,361
"Grant, WI",55043,1383
"Green, WI",55045,825
"Green Lake, WI",55047,564
"Iowa, WI",55049,599
"Iron, WI",55051,299
"Jackson, WI",55053,690
"Jefferson, WI",55055,2556
"Juneau, WI",55057,904
"Kenosha, WI",55059,4139
"Kewaunee, WI",55061,479
"La Crosse, WI",55063,3418
"Lafayette, WI",55065,350
"Langlade, WI",55067,683
"Lincoln, WI",55069,1004
"Manitowoc, WI",55071,2770
"Marathon, WI",55073,3850
"Marinette, WI",55075,1614
"Marquette, WI",55077,614
"Menominee, WI",55078,123
"Milwaukee, WI",55079,21972
"Monroe, WI",55081,1865
"Oconto, WI",55083,1244
"Oneida, WI",55085,1263
"Outagamie, WI",55087,4507
"Ozaukee, WI",55089,2403
"Pepin, WI",55091,172
"Pierce, WI",55093,1150
"Polk, WI",55095,1381
"Portage, WI",55097,1925
"Price, WI",55099,638
"Racine, WI",55101,5325
"Richland, WI",55103,571
"Rock, WI",55105,4737
"Rusk, WI",55107,508
"St. Croix, WI",55109,2259
"Sauk, WI",55111,1606
"Sawyer, WI",55113,624
"Shawano, WI",55115,1265
"Sheboygan, WI",55117,3171
"Taylor, WI",55119,527
"Trempealeau, WI",55121,852
"Vernon, WI",55123,837
"Vilas, WI",55125,830
"Walworth, WI",55127,2683
"Washburn, WI",55129,599
"Washington, WI",55131,3332
"Waukesha, WI",55133,11008
"Waupaca, WI",55135,1721
"Waushara, WI",55137,878
"Winnebago, WI",55139,4868
"Wood, WI",55141,2546
WYOMING,56000,20927
"Albany, WY",56001,952
"Big Horn, WY",56003,434
"Campbell, WY",56005,1394
"Carbon, WY",56007,828
"Converse, WY",56009,569
"Crook, WY",56011,303
"Fremont, WY",56013,1263
"Goshen, WY",56015,499
"Hot Springs, WY",56017,237
"Johnson, WY",56019,352
"Laramie, WY",56021,4215
"Lincoln, WY",56023,534
"Natrona, WY",56025,2410
"Niobrara, WY",56027,76
"Park, WY",56029,1143
"Platte, WY",56031,404
"Sheridan, WY",56033,1406
"Sublette, WY",56035,239
"Sweetwater, WY",56037,1741
"Teton, WY",56039,596
"Uinta, WY",56041,672
"Washakie, WY",56043,333
"Weston, WY",56045,327
